dataset,video,n_frames,event_id,onset,duration
CDnet2014,boats,6099,4,1935,95
CDnet2014,boats,6099,5,2033,137
CDnet2014,boats,6099,6,2172,3
CDnet2014,boats,6099,7,2176,6
CDnet2014,boats,6099,8,2183,1
CDnet2014,boats,6099,9,2187,32
CDnet2014,boats,6099,10,2220,7
CDnet2014,boats,6099,11,2228,74
CDnet2014,boats,6099,12,2305,18
CDnet2014,boats,6099,13,2324,1
CDnet2014,boats,6099,14,2327,5
CDnet2014,boats,6099,15,2333,1
CDnet2014,boats,6099,16,2335,4
CDnet2014,boats,6099,17,2340,60
CDnet2014,boats,6099,18,2401,12
CDnet2014,boats,6099,19,2414,11
CDnet2014,boats,6099,20,2426,20
CDnet2014,boats,6099,21,2447,157
CDnet2014,boats,6099,22,2605,8
CDnet2014,boats,6099,23,2617,2
CDnet2014,boats,6099,24,2620,2
CDnet2014,boats,6099,25,2623,67
CDnet2014,boats,6099,26,2691,37
CDnet2014,boats,6099,27,2732,17
CDnet2014,boats,6099,28,2750,1
CDnet2014,boats,6099,29,2752,88
CDnet2014,boats,6099,30,2841,169
CDnet2014,boats,6099,31,3013,28
CDnet2014,boats,6099,32,3042,2
CDnet2014,boats,6099,33,3045,9
CDnet2014,boats,6099,34,3055,6
CDnet2014,boats,6099,35,3062,5
CDnet2014,boats,6099,36,3068,5
CDnet2014,boats,6099,37,3074,10
CDnet2014,boats,6099,38,3085,2
CDnet2014,boats,6099,39,3088,7
CDnet2014,boats,6099,40,3097,13
CDnet2014,boats,6099,41,3112,70
CDnet2014,boats,6099,42,3183,12
CDnet2014,boats,6099,43,3197,1
CDnet2014,boats,6099,44,3199,73
CDnet2014,boats,6099,45,3273,20
CDnet2014,boats,6099,46,3294,26
CDnet2014,boats,6099,47,3321,6
CDnet2014,boats,6099,48,3328,6
CDnet2014,boats,6099,49,3336,104
CDnet2014,boats,6099,50,3441,22
CDnet2014,boats,6099,51,3464,3
CDnet2014,boats,6099,52,3468,83
CDnet2014,boats,6099,53,3552,2
CDnet2014,boats,6099,54,3555,28
CDnet2014,boats,6099,55,3584,34
CDnet2014,boats,6099,56,3619,29
CDnet2014,boats,6099,57,3649,2
CDnet2014,boats,6099,58,3652,1
CDnet2014,boats,6099,59,3654,3
CDnet2014,boats,6099,60,3659,4
CDnet2014,boats,6099,61,3664,24
CDnet2014,boats,6099,62,3690,2
CDnet2014,boats,6099,63,3693,3
CDnet2014,boats,6099,64,3698,10
CDnet2014,boats,6099,65,3710,5
CDnet2014,boats,6099,66,3716,4
CDnet2014,boats,6099,67,3722,36
CDnet2014,boats,6099,68,3760,68
CDnet2014,boats,6099,69,3830,2
CDnet2014,boats,6099,70,3833,2
CDnet2014,boats,6099,71,3841,1
CDnet2014,boats,6099,72,3845,1
CDnet2014,boats,6099,73,3847,1
CDnet2014,boats,6099,74,3849,124
CDnet2014,boats,6099,75,3986,46
CDnet2014,boats,6099,76,4033,23
CDnet2014,boats,6099,77,4064,3
CDnet2014,boats,6099,78,4068,18
CDnet2014,boats,6099,79,4087,4
CDnet2014,boats,6099,80,4092,18
CDnet2014,boats,6099,81,4111,2
CDnet2014,boats,6099,82,4114,3
CDnet2014,boats,6099,83,4118,28
CDnet2014,boats,6099,84,4147,12
CDnet2014,boats,6099,85,4167,1
CDnet2014,boats,6099,86,4171,1
CDnet2014,boats,6099,87,4173,1
CDnet2014,boats,6099,88,4176,1
CDnet2014,boats,6099,89,4178,1
CDnet2014,boats,6099,90,4180,49
CDnet2014,boats,6099,91,4231,1
CDnet2014,boats,6099,92,4233,1
CDnet2014,boats,6099,93,4245,75
CDnet2014,boats,6099,94,4321,327
CDnet2014,boats,6099,95,4650,49
CDnet2014,boats,6099,96,4700,97
CDnet2014,boats,6099,97,4799,1
CDnet2014,boats,6099,98,4801,137
CDnet2014,boats,6099,99,4939,2
CDnet2014,boats,6099,100,4942,3
CDnet2014,boats,6099,101,4946,1
CDnet2014,boats,6099,102,4949,95
CDnet2014,boats,6099,103,5046,2
CDnet2014,boats,6099,104,5051,8
CDnet2014,boats,6099,105,5067,2
CDnet2014,boats,6099,106,5070,1
CDnet2014,boats,6099,107,5072,1
CDnet2014,boats,6099,108,5075,65
CDnet2014,boats,6099,109,5141,7
CDnet2014,boats,6099,110,5149,128
CDnet2014,boats,6099,111,5278,15
CDnet2014,boats,6099,112,5294,30
CDnet2014,boats,6099,113,5325,170
CDnet2014,boats,6099,114,5496,121
CDnet2014,boats,6099,115,5618,7
CDnet2014,boats,6099,116,5630,1
CDnet2014,boats,6099,117,5634,71
CDnet2014,boats,6099,118,5706,129
CDnet2014,boats,6099,119,5836,33
CDnet2014,boats,6099,120,5872,3
CDnet2014,boats,6099,121,5881,2
CDnet2014,boats,6099,122,5894,1
CDnet2014,boats,6099,123,5896,6
CDnet2014,boats,6099,124,5903,41
CDnet2014,boats,6099,125,5945,1
CDnet2014,boats,6099,126,5947,1
CDnet2014,boats,6099,127,5949,193
CDnet2014,boats,6099,128,6143,78
CDnet2014,boats,6099,129,6223,2
CDnet2014,boats,6099,130,6226,25
CDnet2014,boats,6099,131,6254,227
CDnet2014,boats,6099,132,6482,5
CDnet2014,boats,6099,133,6488,9
CDnet2014,boats,6099,134,6498,13
CDnet2014,boats,6099,135,6514,3
CDnet2014,boats,6099,136,6518,74
CDnet2014,boats,6099,137,6593,2
CDnet2014,boats,6099,138,6596,42
CDnet2014,boats,6099,139,6639,79
CDnet2014,boats,6099,140,6719,15
CDnet2014,boats,6099,141,6738,1
CDnet2014,boats,6099,142,6740,38
CDnet2014,boats,6099,143,6784,84
CDnet2014,boats,6099,144,6869,1130
CDnet2014,canoe,389,0,840,245
CDnet2014,fall,3000,0,1000,3000
CDnet2014,fountain01,784,0,400,784
CDnet2014,fountain02,999,0,575,1
CDnet2014,fountain02,999,1,615,1
CDnet2014,fountain02,999,2,638,1
CDnet2014,fountain02,999,3,656,11
CDnet2014,fountain02,999,4,669,9
CDnet2014,fountain02,999,5,680,8
CDnet2014,fountain02,999,6,689,24
CDnet2014,fountain02,999,7,714,46
CDnet2014,fountain02,999,8,761,1
CDnet2014,fountain02,999,9,764,1
CDnet2014,fountain02,999,10,788,1
CDnet2014,fountain02,999,11,1222,1
CDnet2014,fountain02,999,12,1224,11
CDnet2014,fountain02,999,13,1247,1
CDnet2014,fountain02,999,14,1251,3
CDnet2014,fountain02,999,15,1255,2
CDnet2014,fountain02,999,16,1258,1
CDnet2014,fountain02,999,17,1262,32
CDnet2014,overpass,2000,0,1104,1
CDnet2014,overpass,2000,1,1617,1
CDnet2014,overpass,2000,2,2336,493
CDnet2014,overpass,2000,3,2831,2
CDnet2014,overpass,2000,4,2863,5
CDnet2014,overpass,2000,5,2871,1
CDnet2014,overpass,2000,6,2873,1
CDnet2014,overpass,2000,7,2878,7
CDnet2014,overpass,2000,8,2886,72
CDnet2014,abandonedBox,2050,0,2450,126
CDnet2014,abandonedBox,2050,1,2578,88
CDnet2014,abandonedBox,2050,2,2667,162
CDnet2014,abandonedBox,2050,3,2830,118
CDnet2014,abandonedBox,2050,4,2949,2
CDnet2014,abandonedBox,2050,5,2953,549
CDnet2014,abandonedBox,2050,6,3503,6
CDnet2014,abandonedBox,2050,7,3510,990
CDnet2014,parking,1400,0,1100,1400
CDnet2014,sofa,2250,0,500,2250
CDnet2014,streetLight,3025,0,175,1207
CDnet2014,streetLight,3025,1,1383,174
CDnet2014,streetLight,3025,2,1559,996
CDnet2014,streetLight,3025,3,2556,1
CDnet2014,streetLight,3025,4,2559,1
CDnet2014,streetLight,3025,5,2562,52
CDnet2014,streetLight,3025,6,2615,1
CDnet2014,streetLight,3025,7,2617,56
CDnet2014,streetLight,3025,8,2676,1
CDnet2014,streetLight,3025,9,2678,1
CDnet2014,streetLight,3025,10,2680,4
CDnet2014,streetLight,3025,11,2685,261
CDnet2014,streetLight,3025,12,2948,25
CDnet2014,streetLight,3025,13,2975,225
CDnet2014,tramstop,1880,0,1320,914
CDnet2014,tramstop,1880,1,2236,2
CDnet2014,tramstop,1880,2,2240,4
CDnet2014,tramstop,1880,3,2245,532
CDnet2014,tramstop,1880,4,2784,65
CDnet2014,tramstop,1880,5,2850,2
CDnet2014,tramstop,1880,6,2937,39
CDnet2014,tramstop,1880,7,2977,25
CDnet2014,tramstop,1880,8,3010,57
CDnet2014,tramstop,1880,9,3080,40
CDnet2014,tramstop,1880,10,3121,2
CDnet2014,tramstop,1880,11,3154,32
CDnet2014,tramstop,1880,12,3187,13
CDnet2014,winterDriveway,1500,0,1000,1500
CDnet2014,port_0_17fps,2000,0,1000,135
CDnet2014,port_0_17fps,2000,1,1136,22
CDnet2014,port_0_17fps,2000,2,1159,460
CDnet2014,port_0_17fps,2000,3,1620,12
CDnet2014,port_0_17fps,2000,4,1633,16
CDnet2014,port_0_17fps,2000,5,1650,2
CDnet2014,port_0_17fps,2000,6,1653,27
CDnet2014,port_0_17fps,2000,7,1681,3
CDnet2014,port_0_17fps,2000,8,1685,25
CDnet2014,port_0_17fps,2000,9,1711,3
CDnet2014,port_0_17fps,2000,10,1715,6
CDnet2014,port_0_17fps,2000,11,1723,2
CDnet2014,port_0_17fps,2000,12,1726,1
CDnet2014,port_0_17fps,2000,13,1728,2
CDnet2014,port_0_17fps,2000,14,1731,1
CDnet2014,port_0_17fps,2000,15,1735,1
CDnet2014,port_0_17fps,2000,16,1737,2
CDnet2014,port_0_17fps,2000,17,1740,2
CDnet2014,port_0_17fps,2000,18,1743,6
CDnet2014,port_0_17fps,2000,19,1751,3
CDnet2014,port_0_17fps,2000,20,1755,11
CDnet2014,port_0_17fps,2000,21,1767,1
CDnet2014,port_0_17fps,2000,22,1769,2
CDnet2014,port_0_17fps,2000,23,1772,72
CDnet2014,port_0_17fps,2000,24,1845,2
CDnet2014,port_0_17fps,2000,25,1848,22
CDnet2014,port_0_17fps,2000,26,1872,36
CDnet2014,port_0_17fps,2000,27,1909,4
CDnet2014,port_0_17fps,2000,28,1914,5
CDnet2014,port_0_17fps,2000,29,1920,2
CDnet2014,port_0_17fps,2000,30,1923,11
CDnet2014,port_0_17fps,2000,31,1935,3
CDnet2014,port_0_17fps,2000,32,1939,9
CDnet2014,port_0_17fps,2000,33,1949,7
CDnet2014,port_0_17fps,2000,34,1957,2
CDnet2014,port_0_17fps,2000,35,1960,22
CDnet2014,port_0_17fps,2000,36,1983,4
CDnet2014,port_0_17fps,2000,37,1988,13
CDnet2014,port_0_17fps,2000,38,2002,73
CDnet2014,port_0_17fps,2000,39,2076,924
CDnet2014,tramCrossroad_1fps,500,0,400,34
CDnet2014,tramCrossroad_1fps,500,1,437,8
CDnet2014,tramCrossroad_1fps,500,2,447,69
CDnet2014,tramCrossroad_1fps,500,3,517,346
CDnet2014,tramCrossroad_1fps,500,4,864,36
CDnet2014,tunnelExit_0_35fps,2000,0,2000,2000
CDnet2014,turnpike_0_5fps,700,0,800,420
CDnet2014,turnpike_0_5fps,700,1,1221,23
CDnet2014,turnpike_0_5fps,700,2,1245,3
CDnet2014,turnpike_0_5fps,700,3,1249,17
CDnet2014,turnpike_0_5fps,700,4,1267,3
CDnet2014,turnpike_0_5fps,700,5,1271,7
CDnet2014,turnpike_0_5fps,700,6,1280,2
CDnet2014,turnpike_0_5fps,700,7,1283,4
CDnet2014,turnpike_0_5fps,700,8,1288,21
CDnet2014,turnpike_0_5fps,700,9,1310,4
CDnet2014,turnpike_0_5fps,700,10,1315,7
CDnet2014,turnpike_0_5fps,700,11,1323,32
CDnet2014,turnpike_0_5fps,700,12,1356,12
CDnet2014,turnpike_0_5fps,700,13,1369,1
CDnet2014,turnpike_0_5fps,700,14,1371,18
CDnet2014,turnpike_0_5fps,700,15,1390,4
CDnet2014,turnpike_0_5fps,700,16,1395,25
CDnet2014,turnpike_0_5fps,700,17,1425,1
CDnet2014,turnpike_0_5fps,700,18,1427,2
CDnet2014,turnpike_0_5fps,700,19,1430,21
CDnet2014,turnpike_0_5fps,700,20,1453,28
CDnet2014,turnpike_0_5fps,700,21,1482,7
CDnet2014,turnpike_0_5fps,700,22,1490,2
CDnet2014,turnpike_0_5fps,700,23,1493,7
CDnet2014,bridgeEntry,1500,0,1036,1
CDnet2014,bridgeEntry,1500,1,1046,1
CDnet2014,bridgeEntry,1500,2,1061,2
CDnet2014,bridgeEntry,1500,3,1065,5
CDnet2014,bridgeEntry,1500,4,1072,1
CDnet2014,bridgeEntry,1500,5,1080,1
CDnet2014,bridgeEntry,1500,6,1085,6
CDnet2014,bridgeEntry,1500,7,1092,1
CDnet2014,bridgeEntry,1500,8,1097,9
CDnet2014,bridgeEntry,1500,9,1115,15
CDnet2014,bridgeEntry,1500,10,1156,1
CDnet2014,bridgeEntry,1500,11,1175,2
CDnet2014,bridgeEntry,1500,12,1187,1
CDnet2014,bridgeEntry,1500,13,1215,1
CDnet2014,bridgeEntry,1500,14,1234,2
CDnet2014,bridgeEntry,1500,15,1241,3
CDnet2014,bridgeEntry,1500,16,1245,2
CDnet2014,bridgeEntry,1500,17,1248,1
CDnet2014,bridgeEntry,1500,18,1264,1
CDnet2014,bridgeEntry,1500,19,1267,1
CDnet2014,bridgeEntry,1500,20,1279,1
CDnet2014,bridgeEntry,1500,21,1288,1
CDnet2014,bridgeEntry,1500,22,1298,3
CDnet2014,bridgeEntry,1500,23,1303,2
CDnet2014,bridgeEntry,1500,24,1307,2
CDnet2014,bridgeEntry,1500,25,1310,4
CDnet2014,bridgeEntry,1500,26,1318,1
CDnet2014,bridgeEntry,1500,27,1353,1
CDnet2014,bridgeEntry,1500,28,1413,6
CDnet2014,bridgeEntry,1500,29,1443,2
CDnet2014,bridgeEntry,1500,30,1449,9
CDnet2014,bridgeEntry,1500,31,1464,1
CDnet2014,bridgeEntry,1500,32,1466,1
CDnet2014,bridgeEntry,1500,33,1468,3
CDnet2014,bridgeEntry,1500,34,1472,11
CDnet2014,bridgeEntry,1500,35,1484,4
CDnet2014,bridgeEntry,1500,36,1489,5
CDnet2014,bridgeEntry,1500,37,1501,2
CDnet2014,bridgeEntry,1500,38,1505,21
CDnet2014,bridgeEntry,1500,39,1530,2
CDnet2014,bridgeEntry,1500,40,1535,1
CDnet2014,bridgeEntry,1500,41,1539,1
CDnet2014,bridgeEntry,1500,42,1548,1
CDnet2014,bridgeEntry,1500,43,1550,7
CDnet2014,bridgeEntry,1500,44,1558,1
CDnet2014,bridgeEntry,1500,45,1562,1
CDnet2014,bridgeEntry,1500,46,1565,1
CDnet2014,bridgeEntry,1500,47,1567,2
CDnet2014,bridgeEntry,1500,48,1572,3
CDnet2014,bridgeEntry,1500,49,1577,1
CDnet2014,bridgeEntry,1500,50,1583,1
CDnet2014,bridgeEntry,1500,51,1587,8
CDnet2014,bridgeEntry,1500,52,1598,3
CDnet2014,bridgeEntry,1500,53,1602,24
CDnet2014,bridgeEntry,1500,54,1628,7
CDnet2014,bridgeEntry,1500,55,1636,4
CDnet2014,bridgeEntry,1500,56,1641,2
CDnet2014,bridgeEntry,1500,57,1648,1
CDnet2014,bridgeEntry,1500,58,1652,21
CDnet2014,bridgeEntry,1500,59,1675,13
CDnet2014,bridgeEntry,1500,60,1689,4
CDnet2014,bridgeEntry,1500,61,1696,1
CDnet2014,bridgeEntry,1500,62,1698,2
CDnet2014,bridgeEntry,1500,63,1701,1
CDnet2014,bridgeEntry,1500,64,1715,1
CDnet2014,bridgeEntry,1500,65,1717,1
CDnet2014,bridgeEntry,1500,66,1719,1
CDnet2014,bridgeEntry,1500,67,1728,5
CDnet2014,bridgeEntry,1500,68,1735,7
CDnet2014,bridgeEntry,1500,69,1746,13
CDnet2014,bridgeEntry,1500,70,1760,6
CDnet2014,bridgeEntry,1500,71,1769,2
CDnet2014,bridgeEntry,1500,72,1775,2
CDnet2014,bridgeEntry,1500,73,1778,2
CDnet2014,bridgeEntry,1500,74,1785,2
CDnet2014,bridgeEntry,1500,75,1790,2
CDnet2014,bridgeEntry,1500,76,1809,3
CDnet2014,bridgeEntry,1500,77,1813,1
CDnet2014,bridgeEntry,1500,78,1815,3
CDnet2014,bridgeEntry,1500,79,1819,1
CDnet2014,bridgeEntry,1500,80,1821,1
CDnet2014,bridgeEntry,1500,81,1828,2
CDnet2014,bridgeEntry,1500,82,1831,2
CDnet2014,bridgeEntry,1500,83,1838,10
CDnet2014,bridgeEntry,1500,84,1862,1
CDnet2014,bridgeEntry,1500,85,1865,1
CDnet2014,bridgeEntry,1500,86,1875,2
CDnet2014,bridgeEntry,1500,87,1878,1
CDnet2014,bridgeEntry,1500,88,1888,1
CDnet2014,bridgeEntry,1500,89,1892,2
CDnet2014,bridgeEntry,1500,90,1900,4
CDnet2014,bridgeEntry,1500,91,1914,1
CDnet2014,bridgeEntry,1500,92,1916,1
CDnet2014,bridgeEntry,1500,93,1918,4
CDnet2014,bridgeEntry,1500,94,1923,2
CDnet2014,bridgeEntry,1500,95,1928,4
CDnet2014,bridgeEntry,1500,96,1934,3
CDnet2014,bridgeEntry,1500,97,1940,3
CDnet2014,bridgeEntry,1500,98,1949,2
CDnet2014,bridgeEntry,1500,99,1961,1
CDnet2014,bridgeEntry,1500,100,1982,1
CDnet2014,bridgeEntry,1500,101,1984,1
CDnet2014,bridgeEntry,1500,102,1986,2
CDnet2014,bridgeEntry,1500,103,1992,1
CDnet2014,bridgeEntry,1500,104,1994,3
CDnet2014,bridgeEntry,1500,105,2000,2
CDnet2014,bridgeEntry,1500,106,2012,26
CDnet2014,bridgeEntry,1500,107,2041,7
CDnet2014,bridgeEntry,1500,108,2049,4
CDnet2014,bridgeEntry,1500,109,2065,2
CDnet2014,bridgeEntry,1500,110,2071,1
CDnet2014,bridgeEntry,1500,111,2076,1
CDnet2014,bridgeEntry,1500,112,2102,1
CDnet2014,bridgeEntry,1500,113,2109,2
CDnet2014,bridgeEntry,1500,114,2112,3
CDnet2014,bridgeEntry,1500,115,2118,4
CDnet2014,bridgeEntry,1500,116,2123,1
CDnet2014,bridgeEntry,1500,117,2125,1
CDnet2014,bridgeEntry,1500,118,2128,1
CDnet2014,bridgeEntry,1500,119,2132,1
CDnet2014,bridgeEntry,1500,120,2134,1
CDnet2014,bridgeEntry,1500,121,2136,7
CDnet2014,bridgeEntry,1500,122,2144,2
CDnet2014,bridgeEntry,1500,123,2149,13
CDnet2014,bridgeEntry,1500,124,2170,1
CDnet2014,bridgeEntry,1500,125,2174,1
CDnet2014,bridgeEntry,1500,126,2180,23
CDnet2014,bridgeEntry,1500,127,2206,1
CDnet2014,bridgeEntry,1500,128,2208,2
CDnet2014,bridgeEntry,1500,129,2211,4
CDnet2014,bridgeEntry,1500,130,2222,1
CDnet2014,bridgeEntry,1500,131,2229,1
CDnet2014,bridgeEntry,1500,132,2236,1
CDnet2014,bridgeEntry,1500,133,2248,1
CDnet2014,bridgeEntry,1500,134,2250,3
CDnet2014,bridgeEntry,1500,135,2265,13
CDnet2014,bridgeEntry,1500,136,2281,3
CDnet2014,bridgeEntry,1500,137,2285,2
CDnet2014,bridgeEntry,1500,138,2291,4
CDnet2014,bridgeEntry,1500,139,2299,1
CDnet2014,bridgeEntry,1500,140,2305,6
CDnet2014,bridgeEntry,1500,141,2312,2
CDnet2014,bridgeEntry,1500,142,2315,7
CDnet2014,bridgeEntry,1500,143,2323,4
CDnet2014,bridgeEntry,1500,144,2328,2
CDnet2014,bridgeEntry,1500,145,2331,1
CDnet2014,bridgeEntry,1500,146,2334,1
CDnet2014,bridgeEntry,1500,147,2340,1
CDnet2014,bridgeEntry,1500,148,2342,1
CDnet2014,bridgeEntry,1500,149,2350,4
CDnet2014,bridgeEntry,1500,150,2365,1
CDnet2014,bridgeEntry,1500,151,2367,1
CDnet2014,bridgeEntry,1500,152,2369,2
CDnet2014,bridgeEntry,1500,153,2372,1
CDnet2014,bridgeEntry,1500,154,2385,1
CDnet2014,bridgeEntry,1500,155,2391,1
CDnet2014,bridgeEntry,1500,156,2396,1
CDnet2014,bridgeEntry,1500,157,2455,1
CDnet2014,bridgeEntry,1500,158,2458,1
CDnet2014,bridgeEntry,1500,159,2461,1
CDnet2014,bridgeEntry,1500,160,2463,1
CDnet2014,bridgeEntry,1500,161,2471,1
CDnet2014,bridgeEntry,1500,162,2475,1
CDnet2014,bridgeEntry,1500,163,2479,1
CDnet2014,bridgeEntry,1500,164,2486,2
CDnet2014,bridgeEntry,1500,165,2489,1
CDnet2014,bridgeEntry,1500,166,2494,1
CDnet2014,bridgeEntry,1500,167,2499,1
CDnet2014,busyBoulvard,2030,0,730,1
CDnet2014,busyBoulvard,2030,1,734,2
CDnet2014,busyBoulvard,2030,2,738,1
CDnet2014,busyBoulvard,2030,3,741,2
CDnet2014,busyBoulvard,2030,4,746,1
CDnet2014,busyBoulvard,2030,5,750,3
CDnet2014,busyBoulvard,2030,6,754,2
CDnet2014,busyBoulvard,2030,7,762,2
CDnet2014,busyBoulvard,2030,8,766,1
CDnet2014,busyBoulvard,2030,9,768,1
CDnet2014,busyBoulvard,2030,10,773,1
CDnet2014,busyBoulvard,2030,11,789,1
CDnet2014,busyBoulvard,2030,12,791,1
CDnet2014,busyBoulvard,2030,13,794,1
CDnet2014,busyBoulvard,2030,14,797,5
CDnet2014,busyBoulvard,2030,15,807,1
CDnet2014,busyBoulvard,2030,16,810,1
CDnet2014,busyBoulvard,2030,17,817,1
CDnet2014,busyBoulvard,2030,18,824,1
CDnet2014,busyBoulvard,2030,19,829,1
CDnet2014,busyBoulvard,2030,20,837,1
CDnet2014,busyBoulvard,2030,21,843,2
CDnet2014,busyBoulvard,2030,22,846,1
CDnet2014,busyBoulvard,2030,23,850,1
CDnet2014,busyBoulvard,2030,24,852,2
CDnet2014,busyBoulvard,2030,25,856,1
CDnet2014,busyBoulvard,2030,26,866,1
CDnet2014,busyBoulvard,2030,27,871,1
CDnet2014,busyBoulvard,2030,28,875,3
CDnet2014,busyBoulvard,2030,29,879,2
CDnet2014,busyBoulvard,2030,30,890,1
CDnet2014,busyBoulvard,2030,31,894,2
CDnet2014,busyBoulvard,2030,32,897,2
CDnet2014,busyBoulvard,2030,33,900,3
CDnet2014,busyBoulvard,2030,34,906,1
CDnet2014,busyBoulvard,2030,35,908,1
CDnet2014,busyBoulvard,2030,36,916,1
CDnet2014,busyBoulvard,2030,37,919,1
CDnet2014,busyBoulvard,2030,38,921,1
CDnet2014,busyBoulvard,2030,39,926,1
CDnet2014,busyBoulvard,2030,40,928,1
CDnet2014,busyBoulvard,2030,41,932,2
CDnet2014,busyBoulvard,2030,42,940,1
CDnet2014,busyBoulvard,2030,43,942,6
CDnet2014,busyBoulvard,2030,44,952,1
CDnet2014,busyBoulvard,2030,45,955,2
CDnet2014,busyBoulvard,2030,46,959,1
CDnet2014,busyBoulvard,2030,47,961,3
CDnet2014,busyBoulvard,2030,48,965,4
CDnet2014,busyBoulvard,2030,49,971,1
CDnet2014,busyBoulvard,2030,50,974,1
CDnet2014,busyBoulvard,2030,51,976,2
CDnet2014,busyBoulvard,2030,52,989,1
CDnet2014,busyBoulvard,2030,53,996,2
CDnet2014,busyBoulvard,2030,54,1008,1
CDnet2014,busyBoulvard,2030,55,1011,2
CDnet2014,busyBoulvard,2030,56,1016,5
CDnet2014,busyBoulvard,2030,57,1022,2
CDnet2014,busyBoulvard,2030,58,1025,21
CDnet2014,busyBoulvard,2030,59,1049,1
CDnet2014,busyBoulvard,2030,60,1052,2
CDnet2014,busyBoulvard,2030,61,1056,1
CDnet2014,busyBoulvard,2030,62,1058,1
CDnet2014,busyBoulvard,2030,63,1062,1
CDnet2014,busyBoulvard,2030,64,1064,2
CDnet2014,busyBoulvard,2030,65,1067,4
CDnet2014,busyBoulvard,2030,66,1078,17
CDnet2014,busyBoulvard,2030,67,1096,5
CDnet2014,busyBoulvard,2030,68,1103,1
CDnet2014,busyBoulvard,2030,69,1105,3
CDnet2014,busyBoulvard,2030,70,1110,3
CDnet2014,busyBoulvard,2030,71,1114,2
CDnet2014,busyBoulvard,2030,72,1117,2
CDnet2014,busyBoulvard,2030,73,1121,1
CDnet2014,busyBoulvard,2030,74,1136,2
CDnet2014,busyBoulvard,2030,75,1139,3
CDnet2014,busyBoulvard,2030,76,1143,7
CDnet2014,busyBoulvard,2030,77,1154,1
CDnet2014,busyBoulvard,2030,78,1158,4
CDnet2014,busyBoulvard,2030,79,1168,2
CDnet2014,busyBoulvard,2030,80,1171,1
CDnet2014,busyBoulvard,2030,81,1173,1
CDnet2014,busyBoulvard,2030,82,1176,1
CDnet2014,busyBoulvard,2030,83,1180,5
CDnet2014,busyBoulvard,2030,84,1186,1
CDnet2014,busyBoulvard,2030,85,1188,3
CDnet2014,busyBoulvard,2030,86,1198,1
CDnet2014,busyBoulvard,2030,87,1200,1
CDnet2014,busyBoulvard,2030,88,1203,1
CDnet2014,busyBoulvard,2030,89,1210,1
CDnet2014,busyBoulvard,2030,90,1225,1
CDnet2014,busyBoulvard,2030,91,1235,1
CDnet2014,busyBoulvard,2030,92,1245,2
CDnet2014,busyBoulvard,2030,93,1250,1
CDnet2014,busyBoulvard,2030,94,1253,1
CDnet2014,busyBoulvard,2030,95,1255,1
CDnet2014,busyBoulvard,2030,96,1264,1
CDnet2014,busyBoulvard,2030,97,1300,1
CDnet2014,busyBoulvard,2030,98,1302,5
CDnet2014,busyBoulvard,2030,99,1308,9
CDnet2014,busyBoulvard,2030,100,1319,1
CDnet2014,busyBoulvard,2030,101,1321,1
CDnet2014,busyBoulvard,2030,102,1323,2
CDnet2014,busyBoulvard,2030,103,1327,1
CDnet2014,busyBoulvard,2030,104,1329,1
CDnet2014,busyBoulvard,2030,105,1332,1
CDnet2014,busyBoulvard,2030,106,1337,1
CDnet2014,busyBoulvard,2030,107,1346,2
CDnet2014,busyBoulvard,2030,108,1349,5
CDnet2014,busyBoulvard,2030,109,1355,1
CDnet2014,busyBoulvard,2030,110,1358,1
CDnet2014,busyBoulvard,2030,111,1361,1
CDnet2014,busyBoulvard,2030,112,1363,1
CDnet2014,busyBoulvard,2030,113,1367,1
CDnet2014,busyBoulvard,2030,114,1369,3
CDnet2014,busyBoulvard,2030,115,1374,1
CDnet2014,busyBoulvard,2030,116,1376,1
CDnet2014,busyBoulvard,2030,117,1389,2
CDnet2014,busyBoulvard,2030,118,1393,1
CDnet2014,busyBoulvard,2030,119,1395,1
CDnet2014,busyBoulvard,2030,120,1397,1
CDnet2014,busyBoulvard,2030,121,1410,1
CDnet2014,busyBoulvard,2030,122,1428,3
CDnet2014,busyBoulvard,2030,123,1439,1
CDnet2014,busyBoulvard,2030,124,1451,1
CDnet2014,busyBoulvard,2030,125,1458,1
CDnet2014,busyBoulvard,2030,126,1461,2
CDnet2014,busyBoulvard,2030,127,1464,9
CDnet2014,busyBoulvard,2030,128,1474,6
CDnet2014,busyBoulvard,2030,129,1482,1
CDnet2014,busyBoulvard,2030,130,1489,1
CDnet2014,busyBoulvard,2030,131,1501,4
CDnet2014,busyBoulvard,2030,132,1506,5
CDnet2014,busyBoulvard,2030,133,1513,2
CDnet2014,busyBoulvard,2030,134,1517,1
CDnet2014,busyBoulvard,2030,135,1520,4
CDnet2014,busyBoulvard,2030,136,1526,1
CDnet2014,busyBoulvard,2030,137,1532,1
CDnet2014,busyBoulvard,2030,138,1540,1
CDnet2014,busyBoulvard,2030,139,1544,1
CDnet2014,busyBoulvard,2030,140,1548,1
CDnet2014,busyBoulvard,2030,141,1551,1
CDnet2014,busyBoulvard,2030,142,1573,1
CDnet2014,busyBoulvard,2030,143,1578,1
CDnet2014,busyBoulvard,2030,144,1583,1
CDnet2014,busyBoulvard,2030,145,1587,1
CDnet2014,busyBoulvard,2030,146,1594,3
CDnet2014,busyBoulvard,2030,147,1600,1
CDnet2014,busyBoulvard,2030,148,1602,1
